Выборка:
8, Male, Big, Beagle, True, Take
5, Male, Big, Labrador, True, Take
11, Female, Medium, Beagle, True, Take
1, Male, Big, Shepherd, True, Leave
9, Male, Big, Retriever, True, Leave
10, Male, Little, Labrador, True, Take
9, Female, Big, Labrador, True, Take
5, Female, Medium, Beagle, True, Take
12, Male, Little, Beagle, True, Take
15, Male, Medium, Bulldog, True, Take
4, Male, Big, Labrador, True, Take
5, Female, Big, Retriever, False, Take
12, Female, Little, Shepherd, True, Leave
5, Male, Medium, Bulldog, True, Take
2, Male, Big, Beagle, True, Take
13, Male, Little, Rottweiler, True, Take
5, Female, Big, Labrador, True, Take
15, Male, Big, Retriever, True, Leave
12, Female, Little, Retriever, True, Leave
4, Female, Big, Shepherd, True, Leave
1, Male, Little, Beagle, True, Take
14, Male, Big, Rottweiler, True, Leave
7, Male, Medium, Rottweiler, True, Take
6, Male, Big, Bulldog, True, Take
2, Female, Big, Bulldog, True, Take
10, Female, Big, Labrador, True, Take
8, Male, Big, Rottweiler, True, Take
14, Male, Little, Labrador, True, Take
8, Male, Big, Shepherd, True, Leave
9, Male, Big, Retriever, True, Leave
13, Male, Big, Beagle, True, Leave
2, Female, Big, Rottweiler, True, Take
1, Female, Medium, Shepherd, True, Leave
15, Male, Big, Labrador, True, Leave
10, Male, Big, Shepherd, True, Leave
5, Male, Big, Beagle, True, Take
6, Female, Big, Shepherd, True, Leave
5, Male, Big, Beagle, True, Take
5, Female, Little, Bulldog, True, Leave
5, Male, Little, Retriever, True, Take
7, Female, Big, Retriever, True, Take
11, Female, Medium, Beagle, True, Take
10, Female, Big, Retriever, False, Leave
2, Male, Little, Shepherd, True, Leave
5, Male, Big, Retriever, True, Leave
13, Female, Big, Retriever, False, Take
4, Male, Big, Shepherd, True, Leave
10, Female, Medium, Labrador, True, Take
4, Female, Big, Retriever, False, Take
4, Male, Big, Rottweiler, False, Leave
8, Female, Big, Retriever, True, Take
14, Female, Little, Shepherd, True, Leave
2, Female, Big, Shepherd, True, Leave
6, Female, Big, Retriever, True, Take
6, Male, Big, Labrador, True, Take
14, Female, Big, Retriever, True, Leave
12, Female, Big, Labrador, True, Leave
9, Male, Big, Retriever, True, Leave
1, Female, Little, Labrador, True, Take
7, Male, Big, Shepherd, True, Leave
14, Female, Big, Shepherd, True, Leave
10, Female, Big, Bulldog, True, Take
8, Female, Little, Shepherd, False, Leave
15, Female, Little, Shepherd, True, Leave
10, Female, Big, Retriever, True, Take
3, Male, Big, Shepherd, True, Leave
5, Male, Big, Bulldog, True, Take
1, Female, Medium, Labrador, True, Take
5, Male, Little, Rottweiler, True, Leave
9, Female, Big, Beagle, False, Take
6, Female, Medium, Labrador, True, Take
2, Male, Big, Retriever, False, Leave
2, Female, Medium, Beagle, False, Take
6, Female, Big, Labrador, False, Take
2, Male, Big, Labrador, True, Take
6, Female, Little, Labrador, True, Take
5, Female, Medium, Shepherd, True, Leave
8, Female, Little, Shepherd, True, Leave
14, Female, Big, Labrador, False, Take
13, Male, Medium, Labrador, True, Take
11, Female, Little, Rottweiler, True, Leave
10, Male, Medium, Retriever, False, Take
9, Female, Little, Shepherd, True, Leave
13, Male, Little, Bulldog, True, Take
11, Female, Big, Beagle, True, Leave
4, Female, Little, Shepherd, False, Leave
9, Male, Little, Bulldog, True, Leave
1, Female, Big, Rottweiler, True, Take
8, Male, Big, Labrador, True, Take
1, Male, Big, Labrador, True, Take
8, Female, Big, Beagle, True, Take
8, Male, Big, Shepherd, True, Leave
11, Male, Big, Rottweiler, True, Leave
9, Female, Big, Beagle, True, Take
1, Female, Little, Rottweiler, True, Take
10, Female, Medium, Shepherd, True, Leave
14, Female, Little, Labrador, False, Take
9, Male, Medium, Shepherd, True, Leave
6, Female, Medium, Retriever, True, Take
7, Female, Little, Beagle, True, Take
10, Female, Medium, Rottweiler, True, Take
14, Female, Medium, Beagle, True, Take
12, Female, Medium, Shepherd, True, Take
3, Male, Little, Retriever, True, Take
14, Male, Little, Beagle, True, Take
1, Female, Big, Labrador, True, Take
2, Male, Medium, Beagle, True, Take
7, Female, Big, Labrador, True, Take
10, Male, Big, Shepherd, True, Leave
1, Female, Little, Bulldog, True, Leave
14, Male, Big, Shepherd, True, Leave
2, Female, Big, Labrador, True, Take
11, Male, Big, Shepherd, True, Leave
10, Male, Big, Bulldog, True, Take
1, Female, Big, Shepherd, True, Leave
10, Female, Medium, Shepherd, True, Leave
9, Female, Big, Retriever, True, Take
4, Male, Big, Bulldog, True, Take
4, Female, Medium, Shepherd, True, Leave
14, Female, Big, Beagle, False, Take
4, Male, Big, Labrador, True, Take
3, Male, Big, Bulldog, True, Take
2, Male, Medium, Retriever, True, Take
1, Male, Big, Rottweiler, False, Leave
11, Female, Big, Bulldog, True, Leave
11, Male, Medium, Beagle, True, Take
6, Male, Big, Labrador, True, Take
14, Female, Medium, Bulldog, True, Take
11, Male, Little, Bulldog, True, Take
4, Female, Big, Retriever, True, Take
13, Male, Big, Labrador, True, Leave
7, Female, Medium, Labrador, True, Take
11, Male, Big, Rottweiler, True, Leave
13, Male, Medium, Rottweiler, True, Take
10, Male, Big, Rottweiler, True, Take
6, Male, Medium, Labrador, True, Take
12, Female, Little, Retriever, True, Leave
8, Male, Big, Rottweiler, True, Take
9, Female, Medium, Beagle, True, Take
6, Female, Medium, Labrador, True, Take
11, Female, Big, Bulldog, True, Leave
9, Male, Medium, Shepherd, True, Leave
7, Female, Big, Beagle, False, Take
4, Female, Medium, Retriever, False, Take
9, Female, Big, Retriever, True, Take
12, Female, Little, Labrador, True, Leave
10, Female, Medium, Rottweiler, True, Take
5, Female, Medium, Bulldog, False, Take
7, Male, Big, Beagle, True, Take
10, Male, Big, Shepherd, True, Leave
15, Female, Big, Rottweiler, True, Leave
7, Male, Little, Retriever, True, Take
12, Female, Medium, Bulldog, True, Take
6, Male, Little, Retriever, True, Take
12, Female, Big, Shepherd, True, Leave
13, Male, Big, Beagle, True, Leave
12, Female, Big, Retriever, True, Leave
2, Male, Little, Retriever, True, Take
3, Male, Big, Labrador, True, Take
9, Male, Big, Rottweiler, True, Take
5, Female, Big, Rottweiler, True, Take
14, Male, Big, Bulldog, True, Leave
3, Male, Big, Shepherd, True, Leave
9, Male, Big, Retriever, True, Leave
5, Female, Big, Rottweiler, True, Take
1, Female, Big, Rottweiler, True, Take
10, Female, Medium, Rottweiler, True, Take
3, Female, Little, Retriever, True, Take
7, Male, Little, Bulldog, True, Leave
9, Male, Little, Rottweiler, True, Take
3, Female, Big, Labrador, True, Take
8, Male, Big, Beagle, True, Take
7, Male, Big, Rottweiler, False, Leave
5, Male, Medium, Labrador, True, Take
14, Male, Big, Bulldog, True, Leave
12, Male, Big, Labrador, True, Leave
6, Female, Big, Retriever, True, Take
7, Female, Big, Retriever, True, Take
10, Female, Big, Bulldog, True, Take
3, Female, Big, Bulldog, True, Take
11, Female, Big, Bulldog, True, Leave
10, Male, Big, Beagle, True, Take
9, Male, Big, Labrador, True, Take
4, Female, Big, Beagle, True, Take
1, Female, Big, Shepherd, False, Leave
3, Female, Big, Rottweiler, False, Leave
10, Male, Big, Beagle, True, Take
10, Male, Big, Shepherd, True, Leave
15, Female, Big, Labrador, True, Leave
4, Female, Medium, Labrador, True, Take
15, Female, Big, Shepherd, True, Leave
10, Female, Big, Beagle, True, Take
14, Female, Big, Retriever, True, Leave
8, Male, Big, Bulldog, False, Take
2, Male, Big, Rottweiler, True, Leave
3, Male, Big, Retriever, True, Leave
1, Male, Big, Bulldog, True, Take
12, Male, Medium, Bulldog, False, Take
5, Male, Medium, Retriever, True, Take
12, Male, Medium, Rottweiler, True, Take
15, Female, Little, Retriever, True, Leave
9, Female, Little, Beagle, True, Take
3, Female, Big, Rottweiler, True, Take
12, Male, Big, Rottweiler, False, Take
5, Female, Big, Shepherd, False, Leave
1, Male, Medium, Bulldog, True, Take
3, Male, Little, Labrador, True, Take
15, Male, Medium, Retriever, False, Take
11, Female, Big, Shepherd, True, Leave
1, Female, Little, Labrador, False, Take
7, Male, Big, Beagle, True, Take
12, Female, Big, Bulldog, True, Leave
2, Female, Big, Beagle, True, Take
6, Female, Big, Retriever, True, Take
14, Male, Big, Retriever, True, Leave
10, Female, Big, Shepherd, True, Leave
5, Male, Medium, Beagle, True, Take
8, Male, Medium, Retriever, True, Take
14, Male, Medium, Retriever, True, Take
7, Male, Little, Bulldog, True, Leave
15, Female, Little, Labrador, True, Leave
4, Male, Big, Rottweiler, True, Leave
9, Female, Little, Beagle, True, Take
3, Female, Big, Rottweiler, True, Take
11, Male, Medium, Shepherd, True, Take
15, Female, Big, Shepherd, False, Take
8, Male, Little, Bulldog, True, Leave
9, Female, Medium, Labrador, False, Take
8, Female, Little, Rottweiler, True, Take
3, Male, Big, Shepherd, True, Leave
13, Female, Big, Bulldog, False, Take
6, Male, Medium, Beagle, True, Take
11, Female, Big, Shepherd, True, Leave
13, Female, Medium, Retriever, True, Take
9, Male, Big, Retriever, True, Leave
15, Female, Big, Shepherd, True, Leave
14, Male, Big, Beagle, True, Leave
1, Male, Big, Shepherd, True, Leave
14, Male, Big, Bulldog, True, Leave
3, Male, Little, Labrador, True, Take
3, Female, Big, Beagle, True, Take
15, Female, Big, Beagle, True, Leave
14, Female, Big, Labrador, True, Leave
12, Female, Big, Labrador, True, Leave
14, Male, Big, Beagle, True, Leave
11, Female, Little, Bulldog, True, Leave
9, Female, Medium, Shepherd, True, Leave
14, Male, Medium, Retriever, True, Take
14, Female, Medium, Beagle, True, Take
6, Male, Big, Rottweiler, True, Take
8, Female, Big, Shepherd, True, Leave
1, Male, Medium, Beagle, True, Take
9, Female, Big, Beagle, True, Take
15, Male, Little, Bulldog, True, Take
6, Male, Medium, Rottweiler, True, Take
8, Male, Big, Rottweiler, True, Take
15, Male, Big, Beagle, False, Take
14, Male, Little, Rottweiler, True, Take
1, Male, Big, Labrador, True, Take
13, Female, Little, Shepherd, True, Leave
7, Male, Big, Beagle, True, Take
2, Male, Big, Labrador, True, Take
8, Female, Medium, Bulldog, True, Take
2, Female, Little, Bulldog, True, Leave
3, Male, Little, Labrador, True, Take
4, Male, Little, Bulldog, True, Leave
5, Male, Little, Bulldog, True, Leave
7, Male, Big, Bulldog, True, Take
13, Male, Little, Beagle, True, Take
11, Female, Big, Labrador, True, Leave
5, Female, Big, Beagle, True, Take
1, Male, Big, Beagle, True, Take
7, Female, Little, Shepherd, True, Leave
9, Male, Big, Shepherd, False, Leave
14, Male, Big, Rottweiler, True, Leave
5, Male, Medium, Beagle, True, Take
9, Male, Medium, Rottweiler, True, Take
6, Female, Big, Rottweiler, True, Take
15, Male, Big, Retriever, True, Leave
10, Male, Medium, Retriever, True, Take
5, Male, Medium, Bulldog, True, Take
11, Male, Big, Retriever, True, Leave
12, Female, Big, Bulldog, True, Leave
14, Female, Big, Labrador, True, Leave
10, Male, Big, Bulldog, True, Take
6, Female, Big, Bulldog, True, Take
13, Male, Little, Beagle, True, Take
5, Female, Medium, Shepherd, True, Leave
5, Female, Medium, Bulldog, True, Take
9, Female, Medium, Bulldog, False, Take
6, Female, Medium, Bulldog, True, Take
2, Male, Little, Labrador, True, Take
2, Female, Big, Rottweiler, True, Take
15, Male, Big, Bulldog, True, Leave
2, Female, Little, Labrador, True, Take
4, Male, Big, Rottweiler, False, Leave
10, Male, Little, Beagle, True, Take
1, Male, Medium, Shepherd, True, Leave
14, Male, Big, Retriever, True, Leave
14, Female, Little, Bulldog, True, Leave
9, Male, Big, Beagle, False, Take
1, Male, Little, Labrador, True, Take
5, Female, Medium, Labrador, True, Take
7, Male, Little, Rottweiler, True, Take
3, Female, Big, Retriever, True, Take
13, Female, Big, Beagle, True, Leave
5, Male, Big, Retriever, True, Leave
10, Male, Big, Rottweiler, True, Take
4, Female, Big, Labrador, True, Take
14, Female, Big, Retriever, True, Leave
10, Female, Big, Bulldog, False, Take
12, Female, Medium, Rottweiler, True, Take
10, Female, Little, Bulldog, True, Leave
9, Male, Medium, Labrador, False, Take
8, Female, Medium, Retriever, True, Take
5, Female, Big, Bulldog, True, Take
15, Male, Big, Labrador, True, Leave
2, Male, Big, Retriever, True, Leave
7, Female, Big, Shepherd, True, Leave
2, Female, Big, Bulldog, False, Take
5, Female, Medium, Shepherd, True, Leave
4, Female, Little, Bulldog, True, Leave
14, Male, Big, Labrador, True, Leave
7, Female, Big, Shepherd, False, Leave
2, Male, Medium, Bulldog, False, Take
1, Male, Big, Beagle, False, Take
10, Female, Big, Bulldog, True, Take
9, Female, Medium, Labrador, False, Take
6, Female, Big, Retriever, True, Take
14, Female, Big, Labrador, False, Take
7, Female, Little, Rottweiler, True, Take
7, Male, Big, Shepherd, False, Leave
9, Female, Big, Shepherd, True, Leave
1, Male, Big, Labrador, True, Take
7, Male, Medium, Beagle, False, Take
8, Male, Big, Shepherd, True, Leave
6, Male, Big, Bulldog, True, Take
4, Male, Big, Labrador, True, Take
3, Female, Big, Bulldog, True, Take
15, Male, Big, Retriever, True, Leave
10, Female, Big, Rottweiler, False, Leave
12, Female, Medium, Rottweiler, True, Take
4, Male, Big, Retriever, True, Leave
11, Female, Big, Shepherd, False, Take
4, Male, Big, Retriever, True, Leave
6, Female, Little, Shepherd, True, Leave
5, Female, Big, Bulldog, True, Take
15, Female, Big, Bulldog, True, Leave
11, Female, Little, Labrador, True, Leave
4, Male, Big, Bulldog, True, Take
14, Male, Medium, Rottweiler, True, Take
5, Male, Big, Shepherd, True, Leave
12, Male, Big, Bulldog, True, Leave
11, Female, Big, Labrador, True, Leave
4, Female, Medium, Shepherd, True, Leave
5, Female, Medium, Bulldog, True, Take
8, Female, Medium, Rottweiler, True, Take
1, Female, Big, Shepherd, False, Leave
13, Female, Big, Beagle, False, Take
2, Male, Big, Retriever, True, Leave
4, Male, Little, Labrador, False, Take
6, Female, Little, Beagle, True, Take
10, Male, Big, Beagle, True, Take
14, Female, Big, Retriever, True, Leave
15, Male, Big, Labrador, True, Leave
3, Female, Big, Bulldog, False, Take
15, Male, Little, Labrador, True, Take
1, Male, Medium, Shepherd, True, Leave
15, Female, Big, Labrador, True, Leave
7, Female, Big, Rottweiler, True, Take
10, Male, Big, Rottweiler, True, Take
15, Male, Medium, Beagle, True, Take
3, Female, Big, Labrador, True, Take
14, Male, Little, Beagle, True, Take
5, Male, Big, Beagle, True, Take
5, Male, Big, Beagle, True, Take
4, Male, Medium, Rottweiler, True, Leave
7, Female, Big, Retriever, True, Take
6, Female, Big, Rottweiler, False, Leave
1, Male, Medium, Labrador, True, Take
8, Male, Big, Beagle, False, Take
7, Female, Little, Beagle, True, Take
10, Female, Big, Retriever, False, Leave
10, Male, Big, Retriever, True, Leave
9, Female, Big, Beagle, True, Take
1, Female, Big, Retriever, True, Take
10, Male, Big, Bulldog, True, Take
11, Male, Medium, Retriever, True, Take
8, Female, Big, Labrador, False, Take
4, Male, Big, Bulldog, True, Take
10, Female, Big, Beagle, True, Take
1, Female, Big, Retriever, True, Take
7, Female, Big, Labrador, True, Take
3, Female, Big, Bulldog, True, Take
13, Male, Big, Bulldog, True, Leave
5, Male, Big, Shepherd, True, Leave
11, Female, Big, Shepherd, True, Leave
5, Male, Little, Rottweiler, True, Leave
7, Male, Big, Retriever, True, Leave
3, Female, Big, Labrador, True, Take
10, Male, Big, Retriever, True, Leave
13, Male, Little, Retriever, True, Take
1, Female, Medium, Labrador, False, Take
6, Female, Big, Beagle, True, Take
7, Male, Little, Labrador, False, Take
1, Female, Big, Shepherd, True, Leave
1, Female, Little, Labrador, True, Take
1, Female, Little, Shepherd, True, Leave
11, Female, Big, Rottweiler, True, Leave
3, Female, Little, Shepherd, True, Leave
13, Male, Little, Shepherd, True, Take
4, Female, Medium, Rottweiler, True, Take
13, Female, Big, Shepherd, True, Leave
6, Male, Big, Labrador, True, Take
9, Male, Big, Retriever, False, Leave
10, Female, Big, Bulldog, True, Take
15, Male, Big, Bulldog, True, Leave
10, Male, Big, Rottweiler, True, Take
4, Female, Big, Labrador, True, Take
4, Female, Big, Labrador, True, Take
5, Female, Little, Rottweiler, True, Take
15, Female, Little, Rottweiler, True, Leave
2, Female, Big, Beagle, True, Take
13, Male, Big, Shepherd, True, Leave
4, Female, Medium, Bulldog, True, Take
14, Male, Big, Retriever, False, Take
1, Male, Little, Shepherd, True, Leave
8, Female, Little, Rottweiler, True, Take
12, Male, Big, Beagle, False, Take
5, Female, Big, Beagle, True, Take
13, Female, Big, Rottweiler, True, Leave
5, Female, Big, Labrador, True, Take
10, Male, Big, Rottweiler, True, Take
10, Female, Big, Rottweiler, True, Take
12, Female, Little, Retriever, True, Leave
7, Male, Medium, Rottweiler, True, Take
2, Female, Big, Shepherd, True, Leave
2, Male, Big, Bulldog, True, Take
5, Female, Big, Beagle, True, Take
5, Male, Little, Shepherd, True, Leave
4, Male, Little, Labrador, True, Take
9, Female, Little, Labrador, False, Take
2, Male, Medium, Shepherd, True, Leave
7, Female, Big, Shepherd, True, Leave
6, Female, Big, Beagle, True, Take
6, Female, Big, Shepherd, True, Leave
6, Male, Big, Bulldog, True, Take
8, Female, Big, Labrador, True, Take
9, Female, Big, Beagle, False, Take
7, Male, Big, Bulldog, False, Take
7, Female, Big, Rottweiler, True, Take
11, Female, Big, Bulldog, True, Leave
11, Male, Big, Shepherd, True, Leave
10, Female, Big, Rottweiler, True, Take
7, Female, Medium, Beagle, True, Take
4, Female, Big, Beagle, False, Take
8, Male, Big, Retriever, True, Leave
5, Male, Big, Shepherd, True, Leave
9, Female, Little, Beagle, True, Take
2, Female, Little, Shepherd, True, Leave
9, Female, Big, Rottweiler, True, Take
13, Female, Big, Shepherd, True, Leave
4, Male, Little, Bulldog, True, Leave
2, Male, Big, Retriever, True, Leave
15, Female, Little, Bulldog, True, Leave
7, Male, Big, Labrador, True, Take
8, Female, Big, Shepherd, True, Leave
5, Male, Medium, Bulldog, True, Take
14, Female, Medium, Shepherd, True, Take
5, Female, Little, Bulldog, False, Leave
10, Male, Big, Retriever, True, Leave
9, Male, Big, Bulldog, True, Take
4, Male, Big, Rottweiler, True, Leave
5, Male, Big, Bulldog, True, Take
15, Female, Big, Retriever, True, Leave
15, Female, Big, Beagle, False, Take
12, Male, Big, Beagle, True, Leave
11, Female, Medium, Labrador, True, Take
2, Male, Big, Labrador, True, Take
12, Female, Little, Beagle, True, Leave
2, Female, Medium, Bulldog, False, Take
3, Female, Big, Retriever, True, Take
1, Female, Big, Beagle, True, Take
11, Male, Medium, Beagle, True, Take
12, Male, Little, Rottweiler, True, Take
5, Male, Medium, Bulldog, True, Take
8, Male, Big, Rottweiler, True, Take
5, Female, Big, Rottweiler, True, Take
14, Male, Big, Rottweiler, False, Take
8, Female, Big, Shepherd, True, Leave
15, Female, Little, Shepherd, True, Leave
8, Male, Big, Retriever, True, Leave
8, Female, Little, Labrador, True, Take
15, Female, Big, Bulldog, True, Leave
1, Male, Big, Bulldog, True, Take
11, Female, Big, Retriever, True, Leave
8, Female, Big, Labrador, True, Take
1, Female, Big, Rottweiler, False, Leave
14, Male, Big, Bulldog, False, Take
5, Male, Medium, Retriever, True, Take
12, Male, Big, Labrador, True, Leave
2, Male, Big, Labrador, True, Take
5, Female, Big, Beagle, True, Take
1, Female, Big, Beagle, True, Take
6, Male, Big, Shepherd, True, Leave
12, Male, Little, Labrador, True, Take
2, Female, Little, Retriever, True, Take
11, Female, Big, Labrador, True, Leave
3, Female, Big, Rottweiler, False, Leave
11, Female, Big, Shepherd, True, Leave
8, Male, Big, Shepherd, True, Leave
15, Male, Medium, Beagle, False, Take
7, Female, Big, Retriever, True, Take
3, Female, Big, Retriever, True, Take
7, Male, Medium, Retriever, True, Take
15, Male, Big, Bulldog, True, Leave
6, Female, Big, Retriever, False, Take
10, Female, Big, Bulldog, True, Take
15, Female, Big, Labrador, True, Leave
5, Female, Little, Retriever, True, Take
5, Female, Little, Rottweiler, False, Leave
10, Female, Big, Shepherd, True, Leave
8, Male, Medium, Bulldog, True, Take
9, Male, Big, Beagle, True, Take
12, Male, Big, Labrador, True, Leave
4, Female, Medium, Retriever, True, Take
13, Female, Little, Retriever, False, Take
13, Female, Little, Retriever, True, Leave
9, Male, Big, Labrador, True, Take
9, Male, Big, Beagle, True, Take
13, Female, Big, Rottweiler, True, Leave
4, Female, Big, Retriever, True, Take
1, Female, Big, Bulldog, True, Take
1, Male, Medium, Rottweiler, True, Leave
8, Female, Little, Bulldog, True, Leave
6, Male, Big, Bulldog, True, Take
9, Male, Little, Labrador, False, Take
3, Male, Big, Rottweiler, True, Leave
15, Male, Big, Shepherd, True, Leave
8, Male, Big, Bulldog, True, Take
12, Male, Little, Rottweiler, False, Take
8, Female, Big, Bulldog, True, Take
7, Male, Big, Rottweiler, False, Leave
13, Male, Big, Rottweiler, True, Leave
2, Female, Big, Retriever, True, Take
14, Female, Medium, Rottweiler, True, Take
10, Female, Big, Retriever, True, Take
10, Female, Big, Retriever, True, Take
9, Female, Big, Bulldog, False, Take
11, Male, Big, Beagle, True, Leave
3, Female, Big, Rottweiler, True, Take
1, Female, Little, Beagle, True, Take
13, Female, Big, Beagle, True, Leave
1, Female, Little, Retriever, False, Take
2, Female, Little, Beagle, False, Take
3, Female, Big, Labrador, False, Take
3, Female, Medium, Retriever, False, Take
10, Male, Big, Labrador, False, Take
11, Female, Big, Labrador, True, Leave
13, Female, Big, Labrador, True, Leave
13, Female, Big, Bulldog, False, Take
4, Female, Big, Rottweiler, False, Leave
7, Male, Medium, Retriever, True, Take
5, Male, Medium, Retriever, True, Take
3, Female, Big, Retriever, True, Take
6, Male, Big, Labrador, False, Take
11, Female, Big, Beagle, True, Leave
11, Male, Medium, Rottweiler, True, Take
15, Male, Little, Beagle, True, Take
1, Female, Medium, Labrador, True, Take
14, Female, Big, Retriever, True, Leave
4, Female, Big, Labrador, False, Take
6, Male, Big, Labrador, True, Take
4, Male, Little, Shepherd, True, Leave
10, Female, Big, Labrador, True, Take
7, Female, Little, Bulldog, True, Leave
3, Male, Big, Shepherd, True, Leave
4, Male, Medium, Shepherd, True, Leave
4, Male, Little, Rottweiler, True, Leave
11, Female, Little, Beagle, True, Leave
11, Female, Medium, Bulldog, True, Take
4, Female, Big, Retriever, True, Take
6, Female, Big, Retriever, True, Take
7, Male, Little, Rottweiler, False, Leave
11, Female, Little, Bulldog, True, Leave
2, Male, Big, Retriever, True, Leave
4, Female, Medium, Retriever, True, Take
14, Female, Little, Shepherd, True, Leave
5, Male, Little, Shepherd, True, Leave
6, Male, Big, Labrador, True, Take
3, Female, Big, Labrador, True, Take
5, Female, Medium, Bulldog, True, Take
1, Male, Big, Bulldog, True, Take
9, Male, Big, Shepherd, False, Leave
13, Male, Medium, Bulldog, True, Take
9, Male, Big, Retriever, True, Leave
12, Male, Medium, Shepherd, False, Take
5, Female, Big, Labrador, False, Take
12, Female, Big, Bulldog, True, Leave
11, Female, Medium, Labrador, True, Take
5, Male, Little, Bulldog, True, Leave
8, Male, Big, Shepherd, False, Leave
12, Male, Big, Shepherd, True, Leave
14, Female, Big, Bulldog, True, Leave
13, Female, Big, Shepherd, False, Take
6, Female, Little, Beagle, True, Take
6, Male, Big, Beagle, False, Take
11, Female, Big, Retriever, True, Leave
3, Female, Little, Retriever, True, Take
3, Male, Big, Shepherd, True, Leave
12, Male, Big, Labrador, True, Leave
12, Female, Medium, Retriever, True, Take
10, Male, Medium, Rottweiler, True, Take
5, Male, Big, Retriever, True, Leave
9, Male, Medium, Bulldog, True, Take
13, Female, Big, Labrador, True, Leave
1, Male, Big, Retriever, True, Leave
5, Female, Little, Beagle, True, Take
15, Male, Little, Bulldog, True, Take
10, Female, Little, Bulldog, True, Leave
8, Male, Medium, Rottweiler, True, Take
15, Male, Little, Labrador, True, Take
8, Male, Little, Retriever, True, Take
14, Female, Little, Beagle, True, Leave
1, Female, Big, Beagle, False, Take
15, Male, Medium, Bulldog, False, Take
1, Male, Big, Labrador, True, Take
15, Female, Big, Retriever, True, Leave
6, Male, Big, Bulldog, True, Take
5, Male, Big, Labrador, True, Take
9, Female, Big, Labrador, True, Take
6, Female, Big, Beagle, False, Take
4, Female, Big, Rottweiler, True, Take
15, Male, Big, Beagle, True, Leave
11, Female, Little, Retriever, True, Leave
7, Male, Big, Shepherd, True, Leave
1, Male, Big, Bulldog, False, Take
1, Female, Medium, Bulldog, True, Take
11, Male, Big, Bulldog, False, Take
11, Female, Big, Rottweiler, False, Take
15, Male, Big, Shepherd, True, Leave
11, Male, Medium, Labrador, True, Take
2, Male, Big, Bulldog, True, Take
9, Female, Big, Labrador, True, Take
10, Male, Little, Beagle, True, Take
2, Female, Big, Rottweiler, True, Take
10, Female, Big, Beagle, True, Take
1, Male, Big, Retriever, True, Leave
6, Female, Big, Labrador, True, Take
8, Male, Big, Beagle, False, Take
2, Female, Big, Beagle, True, Take
5, Male, Little, Shepherd, True, Leave
10, Male, Big, Shepherd, False, Leave
6, Female, Big, Beagle, True, Take
13, Male, Big, Bulldog, True, Leave
15, Female, Little, Retriever, True, Leave
14, Male, Little, Beagle, False, Take
11, Male, Big, Bulldog, False, Take
15, Female, Big, Labrador, True, Leave
8, Female, Big, Retriever, True, Take
4, Female, Big, Beagle, False, Take
15, Female, Big, Rottweiler, True, Leave
7, Male, Big, Bulldog, True, Take
15, Male, Medium, Retriever, False, Take
10, Male, Big, Shepherd, True, Leave
14, Male, Medium, Beagle, True, Take
1, Female, Medium, Labrador, True, Take
11, Male, Big, Labrador, True, Leave
3, Female, Medium, Beagle, True, Take
9, Female, Big, Bulldog, True, Take
7, Female, Little, Rottweiler, True, Take
13, Female, Little, Beagle, True, Leave
5, Male, Big, Beagle, False, Take
2, Female, Medium, Labrador, True, Take
11, Female, Little, Retriever, True, Leave
1, Female, Big, Labrador, True, Take
11, Male, Medium, Beagle, True, Take
1, Female, Little, Shepherd, False, Leave
2, Female, Big, Shepherd, True, Leave
8, Female, Little, Retriever, True, Take
12, Female, Big, Rottweiler, True, Leave
4, Female, Big, Beagle, True, Take
9, Male, Little, Labrador, True, Take
10, Female, Medium, Retriever, True, Take
12, Male, Little, Bulldog, True, Take
12, Female, Little, Shepherd, True, Leave
7, Male, Little, Bulldog, True, Leave
9, Male, Big, Retriever, True, Leave
12, Male, Big, Labrador, True, Leave
13, Female, Little, Shepherd, False, Take
1, Female, Big, Beagle, True, Take
14, Male, Big, Beagle, False, Take
15, Female, Little, Rottweiler, True, Leave
7, Male, Little, Bulldog, True, Leave
3, Female, Big, Shepherd, True, Leave
11, Female, Big, Retriever, True, Leave
3, Female, Big, Labrador, True, Take
13, Female, Medium, Shepherd, True, Take
1, Male, Big, Retriever, True, Leave
2, Male, Little, Bulldog, True, Leave
6, Male, Big, Shepherd, False, Leave
2, Male, Big, Beagle, True, Take
6, Male, Little, Beagle, True, Take
7, Male, Big, Retriever, True, Leave
11, Female, Big, Retriever, True, Leave
13, Male, Little, Bulldog, True, Take
4, Female, Big, Retriever, True, Take
4, Male, Big, Labrador, True, Take
2, Female, Medium, Rottweiler, False, Leave
5, Female, Medium, Labrador, True, Take
9, Female, Big, Shepherd, True, Leave
7, Female, Big, Beagle, True, Take
15, Female, Big, Retriever, True, Leave
15, Female, Big, Bulldog, True, Leave
11, Female, Medium, Shepherd, False, Take
2, Female, Big, Shepherd, True, Leave
5, Male, Medium, Shepherd, True, Leave
2, Female, Little, Retriever, True, Take
14, Female, Big, Labrador, True, Leave
12, Male, Big, Retriever, True, Leave
4, Male, Medium, Retriever, True, Take
13, Female, Little, Beagle, False, Take
7, Male, Big, Bulldog, True, Take
12, Male, Little, Bulldog, True, Take
10, Female, Big, Retriever, False, Leave
3, Male, Big, Rottweiler, True, Leave
5, Female, Big, Bulldog, True, Take
14, Male, Big, Beagle, True, Leave
